reference,model,price,mileage,power_kW,power_CH,etat,proprietaires_prec.,dernier_controle_technique,garantie,carnet_dentretien,marque,n_dannonce,annee,couleur_exterieure,type_de_peinture,couleur_originale,carrosserie,transmission,vitesses,cylindree,cylindres,poids_a_vide,description,url
as24_88f355ac-1a7e-4bbc-877e-e5963d2cdfb5,Oldtimer Honda,2990,23716.0,,,Ancêtre,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Oldtimer,2017097,1985,Noir,,Noir,Custom,,,1.100 cm³,0,,Honda Shadow 1100 - Moto en tat de marche - A rviser - Bel tat d'origine malgr ses 30 ans - Carte grise collection possible - Livraison en France possible = gap.logistik@orange.fr - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise 600 750 800 883 1000 1200 1340 1400 1500 XL XLH SPORSTER VS INTRUDER VN VULCAN XV XVS CUSTOM CHOPPER DRAGSTAR,https://www.autoscout24.fr/offres/oldtimer-honda-essence-noir-88f355ac-1a7e-4bbc-877e-e5963d2cdfb5
as24_92b4f8f1-0143-41e3-8bab-fc75036faae8,Honda,2690,99999.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1868554,2014,,,,Cross,,,125 cm³,0,,"Honda 125 CRF-PR 2014 neuve à 2690€ - Moto non homologuée interdite sur la voie publique - Possibilité de reprise de votre moto de cross ou moto d'enduro - Possibilité de financement (de 4 à 72 mensualités au choix) avec ou sans apport au taux de 8.84 %. Par exemple, pour cette moto nous pouvons vous offrir un financement de 2690€ étalé sur 72 mensualités de 48.28€ - Possibilité d'expédition partout en France (de 50€ à 100€ suivant la région), en Europe et dans les DOM-TOM (vente hors taxes). Consultez-nous pour les autres destinations - NOUVEAU: nous pouvons homologuer votre moto de cross et votre quad! Toutes les infos sont disponibles sur notre site - - Pour plus d’informations et accéder à la liste complète de nos motos, rendez-vous sur notre site internet ou appelez-nous au 01 64 02 23 37",https://www.autoscout24.fr/offres/honda-125-crf-pr-essence-92b4f8f1-0143-41e3-8bab-fc75036faae8
as24_fcd46ebd-8383-8c29-e053-0100007f3cf5,BMW R 1200 GS Adventure,15600,33300.0,92.0,125.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,,2016,Blanc,,,,,,,0,,"Je mets en vente ma BMW 1200 GS Adventure de 2016, AUCUN FRAIS À PRÉVOIR révisions des 30000km fait chez Bmw facture à l’appui. Les pneus avant et arrière sont neuf.pack confort. poignées chauffantes, antibrouillards, clés main libre, valise BMW et top caisse GIVI (Deux casques peuvent rentrer !) , ...Échappement arrow. (échappement crome d'origine fourni)covering couleur carbone sur les valises et top caisse.la moto est en excellent état.possible de la voir le soir après 18h ou le week-end. pas d'échange possible.contactez moi au 0627910479",https://www.autoscout24.fr/offres/bmw-r-1200-gs-adventure-essence-blanc-fcd46ebd-8383-8c29-e053-0100007f3cf5
as24_ee13f4bf-ae32-4ca6-a549-57687080ce4c,Vespa 150,3450,34774.0,1.0,1.0,Occasion,1.0,03/2021,1970-01-01 00:00:00,,Vespa,,1963,Vert,,,Scooter,Semi-automatique,,150 cm³,2,,"Vespa de 1963 dans son jus En bon état Mécanique excellente , révisée complètement Objet de collection Basé en Espagne à 80 kms de Perpignan Bel investissement",https://www.autoscout24.fr/offres/vespa-150-s-essence-2-temps-vert-ee13f4bf-ae32-4ca6-a549-57687080ce4c
as24_619fb612-50c2-4ddd-9bec-bb8091adf298,Honda CB 450,4990,54011.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2044473,1970,Noir,,Noir,Autres,,,450 cm³,0,,"Honda CB 450 K1 - Dmarre - Belle base de travaille - Rvision prvoir (nettoyage carbu, bougies, vidange etc) - Modle rare - Forfait carte grise collection possible par nos soins = 300 + cot de carte grise - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be Rfrence = 52062 - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise",https://www.autoscout24.fr/offres/honda-cb-450-essence-noir-619fb612-50c2-4ddd-9bec-bb8091adf298
as24_2994d0f3-28a1-4d13-8952-23e63ff3e65f,Yamaha,1500,6800.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,1984112,2010,,,,Roadster,,,125 cm³,0,,"Marque : YAMAHAModle : YBR 125 INJECTIONColoris : GRIS ARGENTAnne : 14/12/2010MOTO DE RVISE ET GARANTIE 3 MOISMOTO DE PREMIERE MAIN ACHETEE CHEZ YAMAHA A RENNESASSURANCE, FINANCEMENT, REPRISE POSSIBLES. LIVRAISON, NOUS CONSULTERPOUR PLUS D'INFORMATIONS, NHSITEZ PAS A NOUS CONTACTER PAR TLPHONE.A BIENTOT ! -LECONTE MOTOS CONCESSION HONDAACCESSOIRISTE MOTO AXXEREPARATION TOUTES MARQUES1, rue des petits prs35132 Vezin le coquetTl : 02 99 83 42 92Fax : 02 23 45 08 72",https://www.autoscout24.fr/offres/yamaha-essence-2994d0f3-28a1-4d13-8952-23e63ff3e65f
as24_47b784c1-e5c0-285b-e053-0100007fcbb4,Peugeot Tweet,1200,9850.0,7.0,10.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Peugeot,,2018,Bleu,,,,,,,0,,"Scooter Peugeot 125cc 2018 en excellent état avec de grandes roues de 16"" (idéal pour les routes bosselées !).9800km, vient d'avoir révision complet de 10000km comprenant une nouvelle courroie de transmission et un nouveau pneu avant.Pare-brise de taille moyenne (vous regardez par-dessus), y compris les protections des mains pour garder vos doigts au chaud.De la place pour un casque intégral dans le top-box et un casque ""jet"" sous le siège, également une boîte à gants verrouillable et un crochet pour le sac de supermarché.Livraison assurée .",https://www.autoscout24.fr/offres/peugeot-tweet-essence-bleu-47b784c1-e5c0-285b-e053-0100007fcbb4
as24_faa1c9c0-7136-9020-e053-0100007f52d0,Triumph Tiger 1200,11500,11900.0,102.0,139.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Triumph,,2017,Bleu,,,,Boîte manuelle,6.0,1.200 cm³,3,220 kg,"Belle Triumph explorer de 2017 avec protège carter en ALU Repose pieds en Alu bulle réglable manuellement, amortisseur arrière réglable manuellement. top case Givi trekker noir en Alu, Abs de série, régulateur de vitesse de série.",https://www.autoscout24.fr/offres/triumph-tiger-1200-essence-bleu-faa1c9c0-7136-9020-e053-0100007f52d0
as24_9a4ed0c2-62e9-4ed6-b671-5a899ed899e4,Kawasaki,14499,968.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2048128,2020,Noir,,Noir,Routière,,,1.000 cm³,0,,"Elite Moto 15 vend KAWASAKI - NINJA 1000 SX PACK TOURER DE DEMONSTRATION La moto totalise 968 Kms au compteur Moto de dmonstration disponible en magasin Vendue 14 499 au lieu de 15 699 Pack tourer : - Kit valises 2 x 28 L - Intrieurs de valises - Kit de fixations valises - Bulle large - Poignes chauffantes Photos plus prcises sur notre site internet Livraison possible partout en France, 200 TTC Pour une reprise de votre moto d'occasion, formulaire de reprise disponible sur notre site Financement possible de 13 72 mois. Plus d'infos ou de photos au 04 71 48 09 11 ou par mail. Horaires du magasin: Mardi - Vendredi 9h/12h 14h/19h Samedi 9h/12h 14h/18h",https://www.autoscout24.fr/offres/kawasaki-essence-noir-9a4ed0c2-62e9-4ed6-b671-5a899ed899e4
as24_baad4afd-297e-4beb-886e-3b08b88da652,BMW,21900,1000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2026738,2020,Noir,,Noir,Custom,,,1.802 cm³,0,,BMW R 18 1000KM OPTIONS: MARCHE ARRIERE + POIGNEES CHAUFFANTES + KIT PASSAGER + MARCHEPIED + FEUX DE ROUTE PRO + HILL START CONTROL + BOUCHON DE RESERVOIR LOA POSSIBLE JMS MOTOS BMW 5 avenue de Saint Chamand 84000 AVIGNON Tel: 04.65.00.00.65,https://www.autoscout24.fr/offres/bmw-essence-noir-baad4afd-297e-4beb-886e-3b08b88da652
as24_ef42bd0b-6e7d-4380-bbcd-6b1f2377e5c1,Husqvarna FC 350,7490,32.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Husqvarna,2043869,2020,Noir,,Noir,Cross,,,350 cm³,0,,"La moto totalise 32 heures - Accessoires : Sabot, Kit dpart - Utilisation loisir - Trs bonne tat",https://www.autoscout24.fr/offres/husqvarna-fc-350-essence-noir-ef42bd0b-6e7d-4380-bbcd-6b1f2377e5c1
as24_880f4174-9197-48a2-a609-a070481675ca,Husqvarna,3499,2017.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Husqvarna,1905093,2017,,,,Cross,,,65 cm³,0,,"CBO MOTO AGEN Concessionnaire HONDA / HUSQVARNA / KYMCO vous propose :INFOS MOTO51HSur cette moto rvise en concession :Financement 80 / mois sur 5 ans avec 15% dapport (personnalisable)Livraison possible dans toute la France partir de 190 HTPaiement en 4 fois sans fraisReprise possible sur : CRF, KXF, TC, FC, YZF, SXF...Contact : Tel : 05.53.67.53.05Fabien Calmette : commercial@cbo47.frRichard Sarrabaig : commercial2@cbo47.frAurlien Garnier : direction@cbo47.frAdresse :6 Alle Larroumet et LagardeZ.A.C Lamothe Magnac47550 BoRetrouvez CBO Moto Agen et Toulouse sur nos pages face/book et suivez-nous, et commandez vos pices Husqvarna sur notre site internet cboparts.com .",https://www.autoscout24.fr/offres/husqvarna-65-tc-essence-880f4174-9197-48a2-a609-a070481675ca
as24_735be211-9a88-4bdc-83bb-656653796e14,Honda CBR 600,1890,65000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,1848403,1994,,,,Sportive,,,600 cm³,0,,MOTO propre Pot mig Révision ok Chaine de distribution neuve controle jeu aux soupapes vidange moteur + filtre a huile synchronisation carburateur etc joint spi de fourche neuf Consommable ok MOTO prête à roule,https://www.autoscout24.fr/offres/honda-cbr-600-essence-735be211-9a88-4bdc-83bb-656653796e14
as24_228993b1-34cc-4b32-8b48-e35f46c89a0d,Ducati Scrambler,6490,8399.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Ducati,2014734,2018,Noir,,Noir,Custom,,,400 cm³,0,,DUCATI SCRAMBLER 400 KIT PLAQUE NUMERO LATTERALE GUIDON BAS REPOSE PIEDS ET RETROVISEURS 1100 SCRAMBLER SELLE ET FEU ARRIERE DU FULL THROTTLE 800 SCRAMBLER SILENCIEUX TERMIGNONI FREIN AV 4 PISTON BREMBO CLIGNOTANT A LED PNEU AV ET ARR NEUF PIECES D'ORIGINE,https://www.autoscout24.fr/offres/ducati-scrambler-47-5-essence-noir-228993b1-34cc-4b32-8b48-e35f46c89a0d
as24_4e2739aa-e495-4bc8-b9f8-d66af07e90d6,Yamaha MT-09,8199,27700.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2043471,2016,Argent,,Argent,Routière,,,847 cm³,0,,"Ancien vhicule de gendarmerie Rvision jour, suspensions remise neuf, aucun frais prvoir Options: peinture personnalise, top case 50L Yamaha, sacoche de rservoir, poignes chauffantes, grille de radiateur, bras oscillant rallong Garantie 1 an CIRANO Assurance, reprise, extension de garantie et financement possibles",https://www.autoscout24.fr/offres/yamaha-mt-09-tracer-essence-argent-4e2739aa-e495-4bc8-b9f8-d66af07e90d6
as24_4e328c87-83fd-4363-9c91-f6e0fb3b2ced,Kymco People 125,2990,2454.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kymco,2031812,2019,Brun,,Marron,Scooter,,,125 cm³,0,,Kymco New People S 125 abs quip de poignes chauffantes et d'un top case avec seulement 2454 kilomtres,https://www.autoscout24.fr/offres/kymco-people-125-essence-brun-4e328c87-83fd-4363-9c91-f6e0fb3b2ced
as24_5fa35774-833e-460a-bb72-a9cbdaf02725,Mercedes-Benz CLA 200,41641,32895.0,110.0,150.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,Mercedes-Benz,e9533336-1331-46ea-9cae-ab3cf5bb8b52,2020,Jaune,,sonnengelb,Collection,Boîte automatique,,1.950 cm³,4,1.570 kg,"VendeurMerbag S.A Rue de Boullion 45L 1248 - LuxembourgOffice: +352 - 40801652Véhicule considéré comme neuf et soumis à la TVA France. Interne Fahrzeugnr.: 0951372399Standort: Centre Hof 1 in Luxembourg (PLZ 1248)Tel.: +352 40 801-651Ausstattungslinien und -PaketeAMG LineAMG StylingAusstattungspaket: Licht und SichtLaderaum-PaketNight-PaketPark-Paket mit RückfahrkameraSitzkomfort-PaketSpiegel-PaketExterieurLED High Performance-ScheinwerferSPEED- + LOADINDEX 91W4 Zylinder DieselmotorAuenspiegel elektrisch anklappbarEinstiegsleisten mit ""Mercedes Benz"" Schriftzug, beleuchtetScheibenwaschanlage beheiztWärmedämmend dunkel getöntes GlasInterieurKlimatisierungsautomatik (THERMOTRONIC)Sitzheizung Fahrer/BeifahrerSitzlehnen im Fond klappbarBrillenfach für FahrerGepäcknetz an Fahrer- und Beifahrerlehne12V-Steckdose im GepäckraumAmbiente-BeleuchtungAMG FumattenArmlehne im FondDoppelcupholderInnenhimmel Stoff schwarzSonnenblenden mit Make-up-Spiegel, beleuchtetTouchpadTrennnetz zur Gepäckraumabtrennung und InsassenschutzMultimediaFestplatten-NavigationAdvanced SoundsystemGPS AntenneApple CarPlayErweiterte Funktionen MBUXKommunikationsmodul (LTE) für die Nutzung von Mercedes me connect DienstenMBUX Augmented Reality für NavigationMBUX MultimediasystemMercedes-Benz NotrufsystemMultimedia-DisplaySmartphone integrationVorrüstung für Fahrzeug SetupVorrüstung Live Traffic InformationKomfort und UmweltPanorama-SchiebedachKeyless-GoKEYLESS-GO Komfort-PaketRückfahrkamera8G-DCTAktiver Park-Assistent mit PARKTRONICEASY-PACK-HeckklappeAktiver SpurhalteassistentDirektlenkungDynamic SelectTotwinkel-AssistentGalvanisierte LenkradschaltpaddlesMultifunktions-Sportlenkrad in Leder NappaTempomatScheibenwischer mit RegensensorAbgasnorm EU6i-Size-Kinder-RückhaltesystemKomfortfahrwerk mit TieferlegungHands-free-accessInnen- und Auenspiegel automatisch abblendendSicherheitAktiver Brems-AssistentAutomatische Beifahrerairbag-AbschaltungKneebagSidebags im FondAusstiegswarnfunktionFeuerlöscherFondgurt-Statusanzeige im KombiinstrumentFugängerschutzReifendruckkontrolle (RDK)TIREFITWeiteresCOC-Papier EU6 ohne Zulassungsbescheinigung Teil 2ModelljahrcodeSteuercode Umstellung WLTP mit RDESonstiges:Ehem. Neupreis: 47.788,65 EuroKeine Haftung für Druck & SchreibfehlerÄnderungen, Irrtümer und Zwischenverkauf vorbehaltenpowered by two S",https://www.autoscout24.fr/offres/mercedes-benz-cla-200-d-shooting-brake-amg-line-night-paket-amg-line-diesel-jaune-5fa35774-833e-460a-bb72-a9cbdaf02725
as24_82ef3178-47df-42ab-8435-9f0a75297b11,Yamaha TMAX 530,9999,4100.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2008928,2017,Noir,,Noir,Scooter,,,530 cm³,0,,YAMAHA TMAX 530 DX ENTRETIEN A JOUR EQUIPEMENT : BULLE HAUTE # 42,https://www.autoscout24.fr/offres/yamaha-tmax-530-dx-essence-noir-82ef3178-47df-42ab-8435-9f0a75297b11
as24_b4935801-1054-4d51-8da2-faadea94332b,BMW C 650,7290,21930.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2030393,2017,Blanc,,BLANC,Scooter,,,650 cm³,0,,"Options : Garantie 3 mois avec possibilit d'extension 12 mois,grave antivol, dernier entretien juin 2020 20600kms LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr",https://www.autoscout24.fr/offres/bmw-c-650-sport-essence-blanc-b4935801-1054-4d51-8da2-faadea94332b
as24_e7199e8c-b59f-4d55-b3b4-18c042420f3f,Triumph Street Twin,9490,11500.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Triumph,2048216,2017,,,,Roadster,,,900 cm³,0,,Vhicule GARANTIE 1 AN 1ER MAIN Marque : TRIUMPH Modle : STREET TWIN Mise en circulation : 27/09/2017 Km: 11500 Etat d'entretien :dernire Rvision faite 10200 kms en FEVRIER 2021 ( carnet d'entretien + factures + manuel du propritaire) Accessoires : CLIGNOTANTS EMBOUT DE GUIDON RIZOMA CLIGNOTANTS AR MINI RIZOMA GUIDON RIZOMA RTROVISEURS EMBOUT DE GUIDON RIZOMA BOCAL DE FREIN AV TRIUMPH LEVIERS TRIUMPH SELLE PERSO REPOSE PIEDS AV ET AR RIZOMA SUPPORT DE PLAQUE DPORTE BAAK BOUCHON DE RESERVOIR GARDE BOUE AV ET AR COURT EN ALU RIZOMA X-PIPE (SUPPRESSION DE CATALYSEUR ) PEINTURE PERSO MATT ET BRILLANT AMORTISSEUR SHOCK FACTORY SABOT MOTEUR FEU AR ABS - ANTI PATINAGE + MODE DE PILOTAGE... Possibilit de : REPRISE moto FINANCEMENT partiel ou intgral LIVRAISON France entire Contact : 04 94 20 10 02,https://www.autoscout24.fr/offres/triumph-street-twin-900-essence-e7199e8c-b59f-4d55-b3b4-18c042420f3f
as24_0e4fb6c4-79cf-48da-a3db-2b19a75bc0f0,Piaggio Liberty 125,1000,9000.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Piaggio,2035711,2018,Argent,,Argent,Scooter,,,125 cm³,0,,MOTO ACCIDENTE BAS PRIX PAS CHERE : POUR PROFESSIONNELS : VENDU en ( RSV/VEI). POUR LEXPORT : LA CARTE GRISE ORIGINALE EST DISPONIBLE AUX PARTICULIERS : POUR UN USAGE SUR PISTE OU POUR PICES D TACHES N13923,https://www.autoscout24.fr/offres/piaggio-liberty-125-essence-argent-0e4fb6c4-79cf-48da-a3db-2b19a75bc0f0
as24_81bf417e-1f00-435d-87e9-3d1740c1314c,Honda Pan European,3490,110412.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Honda,2024061,1996,Rouge,,Bordeaux,Routière,,,1.100 cm³,0,,Garantie 3 mois,https://www.autoscout24.fr/offres/honda-pan-european-1100-essence-rouge-81bf417e-1f00-435d-87e9-3d1740c1314c
as24_930245ea-ecb7-4825-9f97-91788aaf6ad1,Kymco Xciting 400i,3900,10900.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kymco,2043919,2018,Bleu,,Bleu,Scooter,,,400 cm³,0,,systme de navigation NOODOE,https://www.autoscout24.fr/offres/kymco-xciting-400i-essence-bleu-930245ea-ecb7-4825-9f97-91788aaf6ad1
as24_0701d124-3889-4ceb-983a-ce5332fbe0ca,Yamaha D'elight,2349,3400.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2037086,2020,Noir,,Noir,Scooter,,,125 cm³,0,,Trs Bon tat Rvision des 1000 KM Faite,https://www.autoscout24.fr/offres/yamaha-d-elight-essence-noir-0701d124-3889-4ceb-983a-ce5332fbe0ca
as24_a037726d-f4fa-40ea-bc05-58b7453b7e42,Kawasaki Versys 1000,5990,27606.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Kawasaki,2043612,2014,Gris,,Gris,Enduro,,,1.000 cm³,0,,SELECT MACHINES Concessionnaire HONDA Rue Gustave Zd 56600 LANESTER Tel: 02 97 21 29 77 www.hondamoto-lorient.com _Options : TOP CASE,https://www.autoscout24.fr/offres/kawasaki-versys-1000-se-grand-tourer-essence-gris-a037726d-f4fa-40ea-bc05-58b7453b7e42
as24_49b050f7-8986-4faf-a9d0-c01aef140f30,BMW R 1250 GS,23590,3200.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2050281,2021,Noir,,Noir,Routière,,,1.250 cm³,0,,"MOTO EN PARFAIT ETAT, SRIE 40IEME ANNIVERSAIRE NOIR ET JAUNE AUCUNS CONSOMMABLES A PRVOIR, 1ERE RVISION DJ EFFECTUE CHEZ BMW LA MOTO EST QUIPE DES 3 PACKS, AVEC EN OPTIONS UNE BULLE COURTE FUME, UNE ALARME BMW, ET UN SILENCIEUX + DECATALYSEUR LEOVINCE CARBON ( CHAPPEMENT D'ORIGINE DISPONIBLE ) FACTURES + DOUBLES DES CLEFS + CARNET OK ET A JOUR",https://www.autoscout24.fr/offres/bmw-r-1250-gs-essence-noir-49b050f7-8986-4faf-a9d0-c01aef140f30
as24_73f16f44-ec60-4b85-b671-c5574b070f0d,Yamaha,3499,31600.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2045759,2014,Noir,,Noir,Scooter,,,250 cm³,0,,"BENATI MOTOS 2me meilleur concessionnaire YAMAHA France vous propose un magnifique YAMAHA /MBK XMAX SKYCRUISER 250 ABS Cylindre : 250cc Prix : 3499 Mise en circulation : 19/06/2014 Kilomtres : 31600 Km Catgorie : scooter Couleur : noir mat Garantie : 6 mois + assistance 7j/7 24h/24 et prt de vhicule Possibilit de garantie 6 ans ! Pas de consommable prvoir, entretien jour. Possibilit de livraison, de reprise, financement avec 700 d'apport 60x58,20*, assurance, nous consulter. *voir condition auprs du service commercial * REPRISE POSSIBLE DE VOTRE ANCIEN VHICULE DANS L' ETAT * TOUS NOS VHICULES SONT VENDUS RVISS AVEC UN CONTRLE TECHNIQUE OK DE MOINS DE 6 MOIS * * NOUS GARANTISSONS CE VHICULE PENDANT LA DURE DE 6 MOIS : MOTEUR/BOITE/PONT/ABS * * Extension de garantie possible DE 6 mois jusqu' 6 ans * Contact M.BENATI Loc au 04.94.68.03.48 service commercial. BENATI MOTOS votre concessionnaire YAMAHA Draguignan depuis 1969, au cur de vos motions depuis 1951 ! Meilleur vendeur France de Niken. Rejoignez-nous sur notre site e-commerce www.accessoire-motos.fr, notre page FACEBOOK et notre compte INSTAGRAM BENATI MOTOS pour plus dactualits.",https://www.autoscout24.fr/offres/yamaha-essence-noir-73f16f44-ec60-4b85-b671-c5574b070f0d
as24_6a8742ab-47b3-413c-b1fc-e7d7b74a0664,Yamaha YZF 600,2800,16363.0,,,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Yamaha,2050357,1996,,,,Sportive,,,600 cm³,0,,"YAMAHA 600 YZF-R THUNDERCAT Trs bon tat, Aucun frais prvoir, Entretiens jour, Faible kilomtrage, Dpt vente, pas de reprise possible. Plus d'information, contacter Adrien au 03.23.83.76.66",https://www.autoscout24.fr/offres/yamaha-yzf-600-r-thundercat-essence-6a8742ab-47b3-413c-b1fc-e7d7b74a0664
as24_5443efc3-5fae-418a-ac67-23b4809e19ec,BMW F 850 GS,11076,22049.0,71.0,97.0,Occasion,1.0,1970-01-01 00:00:00,1970-01-01 00:00:00,,BMW,2138,2019,Blanc,,BLANC,,Boîte manuelle,,853 cm³,0,,... ABS Pro Appel d urgence intelligent Bequille centrale Bridage 48cv Clignotants LED blancs DTC Dynamic Traction Control Ecran Connecte ESA Dynamic Feu diurne Feux a LED Keyless ride Livret de bord francais Mode pilotage Pro Pack Confort Pack Dynamic Pack Eclairages Pack Touring Poignees chauffantes Protege-mains RDC capteur de pression des pneus Regulateur de vitesse Shifter Pro Style Rallye Supports valises avec porte bagages Teleservices Version EU (MOTO PLUS),https://www.autoscout24.fr/offres/bmw-f-850-gs-essence-blanc-5443efc3-5fae-418a-ac67-23b4809e19ec
as24_d6f06eb1-cd1c-43b3-9912-ee23812eda8f,Oldtimer Honda,3590,21716.0,,,Ancêtre,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Oldtimer,2024136,1973,Bleu,,Bleu,Autres,,,350 cm³,0,,HONDA CL 350 - Dmarre - Vhicule rviser / restaurer - Forfait carte grise collection possible par nos soins = 300 + cot de carte grise - Livraison Bouches du Rhne = 156 - Livraison en France hors Corse = 276 - Livraison Portugal / Espagne = MONCAO +351 912 127 178 / moncaotir@gmail.com - Livraison Allemagne / Belgique = ANATRANS +32 56 84 36 22 / annatrans@sdgg.be - Documents fournis la vente : Carte grise Japonaise (original) Facture Certificat de cession Certificat 846A des douanes Franaise SCRAMBLER CB CD CBF FOUR GT 360 400 500 750 250,https://www.autoscout24.fr/offres/oldtimer-honda-essence-bleu-d6f06eb1-cd1c-43b3-9912-ee23812eda8f
as24_bc4e55c0-16ac-ca2f-e053-0100007f25b0,Harley-Davidson Softail Slim,14900,72000.0,58.0,79.0,Occasion,,1970-01-01 00:00:00,1970-01-01 00:00:00,,Harley-Davidson,,2012,Bleu,,,,,,,0,,"Harley Davidson Softail slim 2013, préparation ICC , pneu arrière 260.Stage 1,Pots , filtres a air , basculant, gantes , pneus, etc modifiés",https://www.autoscout24.fr/offres/harley-davidson-softail-slim-essence-bleu-bc4e55c0-16ac-ca2f-e053-0100007f25b0
